Supplier_ID,Supplier_Name,Product,Description,Price,City,Latitude,Longitude
SUP29536,Orbit Solutions,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,534.83,Nagpur,21.116319,79.086908
SUP50404,Nova Zone,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,12991.08,Indore,22.757425,75.860426
SUP97062,Rapid Hub,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,351.56,Patna,25.637087,85.13598
SUP45697,Elite Hub,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,511.55,Kanpur,26.448945,80.293875
SUP99974,Digital Distributors,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1457.41,Nashik,20.027766,73.764497
SUP11504,Global Depot,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1260.79,Hyderabad,17.424961,78.527782
SUP71694,Apex Enterprises,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,923.05,Bhopal,23.304231,77.414623
SUP44099,Core Systems,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,497.11,Thiruvananthapuram,8.541809,76.964452
SUP51104,Digital Solutions,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,5726.2,Surat,21.133301,72.841196
SUP83579,Orbit Suppliers,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1247.39,Chennai,13.03613,80.270457
SUP60488,Nexus Enterprises,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1968.95,Visakhapatnam,17.652284,83.186792
SUP18675,Prime Zone,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,389.27,Chennai,13.069205,80.263944
SUP29536,Orbit Solutions,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,6902.32,Nagpur,21.158117,79.045643
SUP61876,Indo Depot,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,15089.38,Lucknow,26.847069,80.914463
SUP65069,Core Zone,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,258.72,Agra,27.184098,78.02184
SUP53025,Star Mart,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,5486.21,Bhopal,23.265571,77.43643
SUP67154,Tech Parts,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,8300.44,Visakhapatnam,17.670361,83.245011
SUP18161,Prime Mart,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,9513.96,Agra,27.169977,78.006518
SUP61876,Indo Depot,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4128.25,Lucknow,26.86151,80.898036
SUP31174,Orbit Tech,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,3959.71,Pune,18.535799,73.868559
SUP19099,Star Systems,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,3089.96,Bhopal,23.240885,77.371179
SUP78327,Swift Depot,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,5061.67,Agra,27.135794,78.050422
SUP22240,Apex Depot,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,8463.79,Vadodara,22.326128,73.14391
SUP95813,Rapid Electronics,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,16633.94,Vadodara,22.292872,73.190448
SUP97670,Core Works,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,551.72,Kochi,9.964757,76.221666
SUP96951,Global Zone,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1811.03,Kanpur,26.423563,80.370875
SUP35928,Cyber Traders,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,958.42,Rajkot,22.254817,70.77234
SUP44993,Micro Hub,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,8229.72,Bengaluru,13.017502,77.60594
SUP65069,Core Zone,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5437.43,Agra,27.152867,77.964799
SUP44718,Indo Enterprises,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1976.32,Chennai,13.035519,80.245175
SUP44993,Micro Hub,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5247.8,Bengaluru,13.009749,77.586191
SUP83385,Cyber Hub,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,3051.79,Indore,22.741633,75.899529
SUP50888,Nexus Depot,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1118.18,Guwahati,26.135304,91.705328
SUP64548,Sigma Hub,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,584.32,Mysuru,12.297512,76.680208
SUP46211,Orbit Solutions,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,760.98,Noida,28.565937,77.347583
SUP76562,Micro Mart,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1446.99,Surat,21.189457,72.83829
SUP46211,Orbit Solutions,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2138.12,Noida,28.576246,77.353248
SUP24029,Orbit Distributors,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,715.21,Kanpur,26.453304,80.369846
SUP40595,Star Tech,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,8114.04,Rajkot,22.294902,70.800399
SUP57472,Inno Works,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7255.47,Bhubaneswar,20.253146,85.802314
SUP92397,Sigma Zone,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,6593.86,Delhi,28.596351,77.253512
SUP94246,Cyber Distributors,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,5517.68,Thiruvananthapuram,8.502367,76.932687
SUP26828,Swift Parts,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,2574.47,Kolkata,22.58973,88.330118
SUP34931,Orbit Electronics,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,299.77,Jaipur,26.911044,75.811154
SUP45774,Cyber Electronics,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,2942.65,Kochi,9.967886,76.279926
SUP40495,Zenith Hub,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,8382.33,Mumbai,19.092905,72.840328
SUP18907,Apex Components,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,6241.92,Surat,21.214778,72.794357
SUP94080,Zenith Components,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,4785.69,Bhopal,23.287367,77.389082
SUP22240,Apex Depot,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1429.87,Vadodara,22.350559,73.203196
SUP40495,Zenith Hub,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,4938.39,Mumbai,19.101381,72.849606
SUP47093,Global Mart,CPU Intel Core i7-12700,12th Gen Intel Core i7-12700 12-Core Desktop Processor LGA1700,29619.48,Gurugram,28.453804,77.038381
SUP92213,Apex Traders,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,34386.88,Guwahati,26.171497,91.696596
SUP21226,Swift Mart,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,21068.31,Pune,18.566637,73.895722
SUP57400,Nexus Enterprises,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,1467.72,Delhi,28.590935,77.241276
SUP97670,Core Works,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,990.97,Kochi,9.933032,76.263481
SUP57819,Smart Systems,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,593.19,Bengaluru,12.953043,77.602697
SUP81200,Elite Hub,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12505.15,Kanpur,26.472889,80.322993
SUP99065,Orbit Systems,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,2967.7,Bhopal,23.272822,77.432531
SUP41979,Indo Depot,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,2027.44,Coimbatore,11.037912,76.910997
SUP83385,Cyber Hub,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,53.51,Indore,22.755575,75.853525
SUP79615,Smart Solutions,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,370.84,Surat,21.146442,72.805276
SUP27342,Nexus Hub,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1044.87,Ahmedabad,23.020801,72.610083
SUP78327,Swift Depot,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3291.5,Agra,27.164535,78.033073
SUP31643,Star Parts,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,789.35,Kolkata,22.532282,88.361506
SUP34164,Digital Suppliers,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,590.5,Nashik,20.046669,73.816844
SUP22240,Apex Depot,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,5129.48,Vadodara,22.278253,73.181344
SUP64040,Tech Distributors,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,6617.91,Indore,22.692962,75.848656
SUP45697,Elite Hub,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3828.47,Kanpur,26.477908,80.359022
SUP70515,Smart Solutions,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1442.75,Thiruvananthapuram,8.49691,76.978822
SUP16658,Micro Depot,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,4726.75,Nagpur,21.155057,79.076192
SUP53025,Star Mart,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,106.68,Bhopal,23.260094,77.423107
SUP34164,Digital Suppliers,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,3797.84,Nashik,20.003489,73.788441
SUP77561,Sigma Systems,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,119.6,Vadodara,22.307693,73.148841
SUP21226,Swift Mart,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3266.71,Pune,18.551673,73.860876
SUP13804,Core Systems,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,1907.79,Kochi,9.894308,76.293916
SUP85456,Core Electronics,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,1836.29,Kochi,9.974444,76.312031
SUP81121,Inno Components,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1998.69,Agra,27.163602,77.971652
SUP81121,Inno Components,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,849.65,Agra,27.17854,77.969361
SUP40495,Zenith Hub,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,1874.91,Mumbai,19.119399,72.846058
SUP68008,Sigma Mart,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1184.36,Coimbatore,10.992077,76.946464
SUP76307,Star Distributors,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,420.6,Kanpur,26.438216,80.361366
SUP41890,Elite Depot,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,24624.69,Noida,28.531132,77.358077
SUP72616,Global Mart,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,13288.84,Nashik,19.974221,73.790711
SUP85849,Tech Zone,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,25777.35,Guwahati,26.109245,91.747366
SUP95426,Digital Tech,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,4663.25,Chandigarh,30.739875,76.80087
SUP47930,Micro Mart,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,34931.23,Bengaluru,13.01537,77.635825
SUP96511,Prime Components,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1825.52,Bhopal,23.304508,77.387072
SUP18834,Digital Mart,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,275.05,Ahmedabad,22.985657,72.551628
SUP94259,Inno Distributors,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,12224.32,Chennai,13.122209,80.317905
SUP89593,Global Tech,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,2397.77,Guwahati,26.180432,91.697202
SUP44099,Core Systems,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,3988.84,Thiruvananthapuram,8.568843,76.928936
SUP99974,Digital Distributors,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,5349.13,Nashik,19.948431,73.784039
SUP40982,Smart Components,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1033.08,Jaipur,26.867007,75.791688
SUP69087,Apex Tech,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3978.42,Bhubaneswar,20.279955,85.821843
SUP71644,Tech Works,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,161.74,Chandigarh,30.744617,76.81628
SUP58351,Smart Hub,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12869.97,Guwahati,26.16069,91.729605
SUP26551,Swift Traders,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1245.64,Gurugram,28.491443,77.067158
SUP97538,Orbit Suppliers,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,7673.25,Kanpur,26.411876,80.335093
SUP97670,Core Works,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,504.34,Kochi,9.909651,76.222006
SUP18675,Prime Zone,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,5773.82,Chennai,13.099555,80.306977
SUP81810,Inno Zone,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,6665.98,Coimbatore,10.98309,76.987041
SUP97538,Orbit Suppliers,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,1981.62,Kanpur,26.48524,80.373334
SUP87832,Swift Suppliers,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,710.08,Rajkot,22.280429,70.842595
SUP94259,Inno Distributors,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3387.43,Chennai,13.064766,80.275934
SUP99065,Orbit Systems,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,86.71,Bhopal,23.214951,77.366988
SUP28373,Cyber Distributors,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12135.16,Jaipur,26.934437,75.781748
SUP70068,Sigma Hub,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1164.26,Lucknow,26.822329,80.915241
SUP95477,Orbit Mart,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,8045.29,Jaipur,26.929395,75.73734
SUP42953,Orbit Mart,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,8155.64,Hyderabad,17.415589,78.444625
SUP87139,Cyber Suppliers,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,862.72,Mysuru,12.264949,76.628024
SUP17665,Nexus Works,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,4212.36,Surat,21.168686,72.8166
SUP38906,Swift Enterprises,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1213.08,Kochi,9.913271,76.313692
SUP94246,Cyber Distributors,CPU Intel Core i7-12700,12th Gen Intel Core i7-12700 12-Core Desktop Processor LGA1700,32437.33,Thiruvananthapuram,8.538258,76.888943
SUP39389,Micro Tech,CPU Intel Core i7-12700,12th Gen Intel Core i7-12700 12-Core Desktop Processor LGA1700,31074.49,Chandigarh,30.726318,76.816901
SUP99974,Digital Distributors,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,5410.29,Nashik,19.977646,73.749256
SUP87397,Cyber Solutions,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,1093.84,Mumbai,19.101838,72.888301
SUP92544,Nexus Enterprises,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,4592.49,Coimbatore,11.023831,76.911158
SUP32810,Sigma Hub,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,4646.38,Patna,25.55815,85.149855
SUP91057,Apex Tech,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,4753.48,Mysuru,12.266582,76.639807
SUP30861,Swift Electronics,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1177.16,Coimbatore,11.021288,76.934151
SUP97538,Orbit Suppliers,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,918.7,Kanpur,26.494743,80.366146
SUP29555,Nexus Suppliers,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,25871.99,Nashik,20.019737,73.747599
SUP54942,Prime Depot,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,3377.98,Nagpur,21.106413,79.087478
SUP51180,Apex Suppliers,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,2016.07,Lucknow,26.812771,80.994027
SUP92240,Smart Tech,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,766.81,Hyderabad,17.350852,78.485447
SUP56507,Star Systems,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2393.88,Noida,28.521912,77.404939
SUP67154,Tech Parts,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,1412.7,Visakhapatnam,17.649704,83.211532
SUP30585,Apex Distributors,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,530.59,Rajkot,22.281371,70.840975
SUP82544,Zenith Systems,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,3745.34,Noida,28.489559,77.432373
SUP85849,Tech Zone,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,11985.46,Guwahati,26.177799,91.715957
SUP29536,Orbit Solutions,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,4404.06,Nagpur,21.174729,79.041321
SUP97062,Rapid Hub,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7436.5,Patna,25.640787,85.140259
SUP36100,Indo Solutions,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,11822.62,Vadodara,22.287528,73.167458
SUP26361,Core Traders,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,1022.95,Delhi,28.570541,77.257935
SUP41195,Star Depot,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,232.21,Ahmedabad,22.976429,72.586891
SUP87832,Swift Suppliers,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,12137.82,Rajkot,22.298174,70.847092
SUP39831,Apex Solutions,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,8917.51,Bhopal,23.2345,77.415809
SUP82132,Global Solutions,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,5819.76,Jaipur,26.910636,75.807587
SUP31643,Star Parts,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,15612.79,Kolkata,22.529401,88.333279
SUP54118,Global Traders,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,9463.64,Delhi,28.585356,77.232815
SUP69087,Apex Tech,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,964.27,Bhubaneswar,20.265014,85.831849
SUP66346,Nexus Hub,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,7950.08,Vadodara,22.278724,73.217362
SUP57819,Smart Systems,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,616.41,Bengaluru,13.015819,77.596449
SUP42087,Smart Electronics,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,12599.26,Bengaluru,12.956831,77.568006
SUP10726,Global Tech,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,592.34,Coimbatore,10.971778,76.93265
SUP92544,Nexus Enterprises,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,1258.68,Coimbatore,11.032224,76.959162
SUP64548,Sigma Hub,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1375.17,Mysuru,12.340204,76.629028
SUP70910,Nexus Hub,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,15533.63,Bhubaneswar,20.315486,85.823432
SUP97670,Core Works,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1602.8,Kochi,9.932458,76.244077
SUP64040,Tech Distributors,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7224.12,Indore,22.715095,75.854778
SUP79514,Tech Hub,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1379.94,Pune,18.541064,73.900764
SUP34356,Micro Hub,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,2160.5,Surat,21.153132,72.78532
SUP38010,Zenith Electronics,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,4738.8,Vadodara,22.30683,73.185646
SUP36100,Indo Solutions,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,3064.8,Vadodara,22.274044,73.207246
SUP18675,Prime Zone,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,405.21,Chennai,13.131193,80.315277
SUP37235,Prime Suppliers,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,995.79,Mysuru,12.265511,76.676936
SUP23947,Elite Mart,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,114.8,Pune,18.540849,73.852085
SUP69638,Elite Components,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,138.21,Surat,21.174261,72.86606
SUP54236,Core Suppliers,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,23548.76,Thiruvananthapuram,8.522113,76.923921
SUP84341,Rapid Enterprises,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,31686.4,Chennai,13.082025,80.278613
SUP81066,Digital Works,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2679.69,Surat,21.139108,72.871191
SUP94246,Cyber Distributors,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,1815.44,Thiruvananthapuram,8.541519,76.949927
SUP61645,Nexus Hub,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,4781.94,Thiruvananthapuram,8.48405,76.947017
SUP67091,Nexus Suppliers,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,15261.79,Bhubaneswar,20.258196,85.78237
SUP18161,Prime Mart,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,12628.41,Agra,27.179431,77.998379
SUP97153,Core Depot,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3190.46,Patna,25.602981,85.096522
SUP30866,Global Components,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,696.32,Indore,22.712698,75.825179
SUP14278,Apex Suppliers,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1434.33,Rajkot,22.35261,70.808315
SUP80236,Smart Enterprises,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,8869.92,Gurugram,28.478244,77.009142
SUP94607,Elite Electronics,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,291.91,Lucknow,26.806174,80.993787
SUP51104,Digital Solutions,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,893.54,Surat,21.148826,72.823481
SUP86350,Orbit Distributors,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,191,Indore,22.734586,75.81017
SUP15695,Inno Parts,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,4760.27,Delhi,28.644926,77.212658
SUP88104,Inno Parts,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,5568.18,Hyderabad,17.362822,78.442861
SUP95426,Digital Tech,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,35944.66,Chandigarh,30.69955,76.818903
SUP34931,Orbit Electronics,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,8142.07,Jaipur,26.931002,75.76229
SUP30866,Global Components,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,21908.22,Indore,22.67616,75.876762
SUP38010,Zenith Electronics,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,35410.67,Vadodara,22.314441,73.171652
SUP53025,Star Mart,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,2648.85,Bhopal,23.246261,77.384281
SUP79514,Tech Hub,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,927.65,Pune,18.537361,73.903767
SUP25866,Nexus Tech,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1452.05,Guwahati,26.112072,91.745912
SUP57400,Nexus Enterprises,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,26253.61,Delhi,28.606319,77.203669
